# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 42K of event 'cycles'
# Event count (approx.): 8473004961970
#
# Children      Self  Command          Shared Object               Symbol                                  
# ........  ........  ...............  ..........................  ........................................
#
     1.02%     0.04%  iou-wrk-3441     [kernel.vmlinux]            [k] filemap_read
     1.02%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] io_read
     1.02%     0.03%  iou-wrk-3456     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.01%  iou-wrk-3455     [kernel.vmlinux]            [k] io_issue_sqe
     1.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] io_wq_submit_work
     1.01%     0.03%  iou-wrk-3452     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.04%  iou-wrk-3461     [kernel.vmlinux]            [k] filemap_read
     1.01%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] io_read
     1.00%     0.03%  iou-wrk-3482     [kernel.vmlinux]            [k] filemap_read
     1.00%     0.03%  iou-wrk-3476     [kernel.vmlinux]            [k] filemap_read
     0.99%     0.05%  iou-wrk-3444     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.03%  iou-wrk-3454     [kernel.vmlinux]            [k] filemap_read
     0.98%     0.04%  iou-wrk-3467     [kernel.vmlinux]            [k] filemap_read
     0.96%     0.02%  iou-wrk-3455     [kernel.vmlinux]            [k] filemap_read
     0.95%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] filemap_get_pages
     0.94%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] filemap_get_pages
     0.91%     0.45%  fio              [kernel.vmlinux]            [k] update_curr
     0.90%     0.01%  iou-wrk-3463     [kernel.vmlinux]            [k] filemap_get_pages
     0.89%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] filemap_get_pages
     0.89%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] filemap_get_pages
     0.87%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] filemap_get_pages
     0.87%     0.03%  kswapd0          [kernel.vmlinux]            [k] __remove_mapping
     0.85%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] filemap_get_pages
     0.84%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] filemap_get_pages
     0.84%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] filemap_get_pages
     0.83%     0.00%  iou-wrk-3481     [kernel.vmlinux]            [k] filemap_get_pages
     0.83%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] filemap_get_pages
     0.82%     0.01%  iou-wrk-3457     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] filemap_get_pages
     0.80%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] filemap_get_pages
     0.79%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] filemap_get_pages
     0.78%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] filemap_get_pages
     0.77%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] filemap_get_pages
     0.77%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] filemap_get_pages
     0.77%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] filemap_get_pages
     0.76%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] filemap_get_pages
     0.76%     0.05%  fio              [kernel.vmlinux]            [k] ttwu_do_wakeup
     0.76%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] filemap_get_pages
     0.76%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] filemap_get_pages
     0.75%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] filemap_get_pages
     0.75%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.75%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] filemap_get_pages
     0.74%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] filemap_get_pages
     0.74%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3479     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.73%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] filemap_get_pages
     0.73%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] filemap_get_pages
     0.73%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] filemap_get_pages
     0.72%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] filemap_get_pages
     0.72%     0.01%  iou-wrk-3461     [kernel.vmlinux]            [k] filemap_get_pages
     0.72%     0.10%  fio              [kernel.vmlinux]            [k] check_preempt_curr
     0.71%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] filemap_get_pages
     0.71%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] filemap_get_pages
     0.70%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] filemap_get_pages
     0.70%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.69%     0.00%  iou-wrk-3463     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.69%     0.06%  fio              [kernel.vmlinux]            [k] sched_clock_cpu
     0.68%     0.01%  kswapd0          [kernel.vmlinux]            [k] __delete_from_page_cache
     0.68%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.68%     0.00%  iou-wrk-3471     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.67%     0.01%  iou-wrk-3455     [kernel.vmlinux]            [k] filemap_get_pages
     0.67%     0.00%  swapper          [kernel.vmlinux]            [k] schedule_idle
     0.66%     0.01%  iou-wrk-3467     [kernel.vmlinux]            [k] filemap_get_pages
     0.66%     0.04%  swapper          [kernel.vmlinux]            [k] __sched_text_start
     0.65%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.65%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] filemap_get_pages
     0.64%     0.64%  fio              [kernel.vmlinux]            [k] __switch_to_asm
     0.63%     0.00%  iou-wrk-3453     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.63%     0.14%  fio              [kernel.vmlinux]            [k] put_prev_entity
     0.63%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.63%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.63%     0.62%  fio              [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.62%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.62%     0.33%  fio              [kernel.vmlinux]            [k] reweight_entity
     0.60%     0.59%  fio              [kernel.vmlinux]            [k] native_sched_clock
     0.59%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.29%  fio              [kernel.vmlinux]            [k] check_preempt_wakeup
     0.59%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3466     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.59%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.58%     0.00%  iou-wrk-3469     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.58%     0.55%  fio              [kernel.vmlinux]            [k] __update_load_avg_cfs_rq
     0.58%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.58%     0.00%  iou-wrk-3468     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.58%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.57%     0.00%  iou-wrk-3459     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.57%     0.12%  fio              [kernel.vmlinux]            [k] set_next_entity
     0.57%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.57%     0.00%  iou-wrk-3456     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.56%     0.24%  fio              [kernel.vmlinux]            [k] psi_task_switch
     0.56%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] schedule_timeout
     0.56%     0.00%  iou-wrk-3477     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.55%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.55%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.54%     0.00%  iou-wrk-3444     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.54%     0.52%  fio              [kernel.vmlinux]            [k] _find_next_bit
     0.54%     0.00%  iou-wrk-3482     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.53%     0.00%  iou-wrk-3476     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.53%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.53%     0.00%  iou-wrk-3441     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.53%     0.00%  iou-wrk-3448     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.53%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] schedule_timeout
     0.52%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.52%     0.00%  iou-wrk-3455     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.52%     0.00%  iou-wrk-3446     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.50%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] schedule_timeout
     0.50%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.50%     0.00%  iou-wrk-3452     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.50%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] schedule_timeout
     0.49%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.48%     0.01%  iou-wrk-3478     [kernel.vmlinux]            [k] schedule_timeout
     0.48%     0.00%  iou-wrk-3460     [kernel.vmlinux]            [k] schedule_timeout
     0.48%     0.01%  iou-wrk-3454     [kernel.vmlinux]            [k] schedule_timeout
     0.47%     0.02%  fio              [kernel.vmlinux]            [k] io_file_get_normal
     0.47%     0.47%  kswapd0          [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.47%     0.02%  iou-wrk-3452     [kernel.vmlinux]            [k] schedule_timeout
     0.47%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] page_cache_ra_unbounded
     0.47%     0.47%  iou-wrk-3445     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.47%     0.01%  iou-wrk-3468     [kernel.vmlinux]            [k] schedule
     0.47%     0.44%  fio              [kernel.vmlinux]            [k] __switch_to
     0.47%     0.04%  kswapd0          [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.46%     0.01%  iou-wrk-3470     [kernel.vmlinux]            [k] schedule_timeout
     0.46%     0.01%  kswapd0          [kernel.vmlinux]            [k] xas_store
     0.46%     0.00%  iou-wrk-3475     [kernel.vmlinux]            [k] schedule_timeout
     0.46%     0.00%  iou-wrk-3443     [kernel.vmlinux]            [k] schedule_timeout
     0.46%     0.00%  iou-wrk-3447     [kernel.vmlinux]            [k] schedule_timeout
     0.45%     0.01%  iou-wrk-3466     [kernel.vmlinux]            [k] schedule
     0.45%     0.03%  iou-wrk-3468     [kernel.vmlinux]            [k] __sched_text_start
     0.45%     0.01%  iou-wrk-3450     [kernel.vmlinux]            [k] schedule_timeout
     0.45%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] schedule_timeout
     0.45%     0.45%  kswapd0          [kernel.vmlinux]            [k] xas_create
     0.44%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] schedule_timeout
     0.44%     0.43%  fio              [kernel.vmlinux]            [k] __fget_files
     0.44%     0.01%  iou-wrk-3440     [kernel.vmlinux]            [k] schedule_timeout
     0.44%     0.04%  iou-wrk-3466     [kernel.vmlinux]            [k] __sched_text_start
     0.43%     0.43%  iou-wrk-3463     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.43%     0.43%  fio              [kernel.vmlinux]            [k] io_prep_rw
     0.43%     0.00%  iou-wrk-3454     [kernel.vmlinux]            [k] schedule
     0.43%     0.42%  fio              [kernel.vmlinux]            [k] __update_load_avg_se
     0.43%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3479     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.01%  iou-wrk-3465     [kernel.vmlinux]            [k] schedule_timeout
     0.42%     0.00%  iou-wrk-3458     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.01%  iou-wrk-3445     [kernel.vmlinux]            [k] schedule
     0.41%     0.02%  kswapd0          [kernel.vmlinux]            [k] shrink_active_list
     0.41%     0.00%  iou-wrk-3461     [kernel.vmlinux]            [k] schedule_timeout
     0.41%     0.03%  iou-wrk-3454     [kernel.vmlinux]            [k] __sched_text_start
     0.41%     0.01%  iou-wrk-3441     [kernel.vmlinux]            [k] schedule_timeout
     0.40%     0.40%  iou-wrk-3460     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.40%     0.00%  iou-wrk-3451     [kernel.vmlinux]            [k] schedule_timeout
     0.40%     0.01%  iou-wrk-3460     [kernel.vmlinux]            [k] schedule
     0.40%     0.01%  iou-wrk-3463     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.00%  iou-wrk-3442     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.00%  iou-wrk-3467     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.00%  iou-wrk-3478     [kernel.vmlinux]            [k] schedule
     0.39%     0.00%  iou-wrk-3472     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.06%  fio              [kernel.vmlinux]            [k] cpumask_next
     0.39%     0.01%  iou-wrk-3453     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.01%  iou-wrk-3447     [kernel.vmlinux]            [k] schedule
     0.39%     0.04%  iou-wrk-3445     [kernel.vmlinux]            [k] __sched_text_start
     0.39%     0.01%  iou-wrk-3448     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.00%  iou-wrk-3440     [kernel.vmlinux]            [k] schedule
     0.39%     0.02%  iou-wrk-3460     [kernel.vmlinux]            [k] __sched_text_start
     0.39%     0.01%  iou-wrk-3482     [kernel.vmlinux]            [k] schedule_timeout
     0.39%     0.01%  iou-wrk-3475     [kernel.vmlinux]            [k] schedule
     0.39%     0.23%  fio              [kernel.vmlinux]            [k] update_rq_clock
     0.39%     0.39%  iou-wrk-3440     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.38%     0.01%  iou-wrk-3481     [kernel.vmlinux]            [k] schedule_timeout
     0.38%     0.00%  iou-wrk-3457     [kernel.vmlinux]            [k] schedule_timeout
     0.37%     0.00%  iou-wrk-3445     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.37%     0.04%  iou-wrk-3478     [kernel.vmlinux]            [k] __sched_text_start
     0.37%     0.05%  iou-wrk-3440     [kernel.vmlinux]            [k] __sched_text_start
     0.37%     0.01%  iou-wrk-3469     [kernel.vmlinux]            [k] schedule
     0.37%     0.00%  iou-wrk-3449     [kernel.vmlinux]            [k] schedule_timeout
     0.37%     0.01%  iou-wrk-3476     [kernel.vmlinux]            [k] schedule_timeout
     0.37%     0.01%  iou-wrk-3477     [kernel.vmlinux]            [k] schedule
     0.37%     0.37%  iou-wrk-3453     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.37%     0.03%  iou-wrk-3447     [kernel.vmlinux]            [k] __sched_text_start
     0.37%     0.01%  iou-wrk-3463     [kernel.vmlinux]            [k] _raw_spin_lock_irq
     0.37%     0.02%  iou-wrk-3452     [kernel.vmlinux]            [k] schedule
     0.37%     0.00%  iou-wrk-3470     [kernel.vmlinux]            [k] schedule
     0.37%     0.01%  iou-wrk-3456     [kernel.vmlinux]            [k] schedule
     0.37%     0.04%  iou-wrk-3475     [kernel.vmlinux]            [k] __sched_text_start
     0.36%     0.01%  iou-wrk-3446     [kernel.vmlinux]            [k] schedule
     0.36%     0.00%  iou-wrk-3473     [kernel.vmlinux]            [k] schedule
     0.36%     0.02%  fio              [kernel.vmlinux]            [k] io_prep_async_link
     0.36%     0.00%  fio              [kernel.vmlinux]            [k] syscall_exit_to_user_mode
     0.36%     0.01%  iou-wrk-3471     [kernel.vmlinux]            [k] schedule_timeout
     0.36%     0.04%  iou-wrk-3469     [kernel.vmlinux]            [k] __sched_text_start
     0.36%     0.36%  iou-wrk-3481     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.36%     0.02%  fio              [kernel.vmlinux]            [k] exit_to_user_mode_prepare
     0.36%     0.00%  iou-wrk-3450     [kernel.vmlinux]            [k] schedule
     0.35%     0.01%  iou-wrk-3459     [kernel.vmlinux]            [k] schedule
     0.35%     0.04%  iou-wrk-3470     [kernel.vmlinux]            [k] __sched_text_start
     0.35%     0.05%  iou-wrk-3477     [kernel.vmlinux]            [k] __sched_text_start
     0.35%     0.00%  iou-wrk-3462     [kernel.vmlinux]            [k] schedule_timeout
     0.35%     0.03%  iou-wrk-3456     [kernel.vmlinux]            [k] __sched_text_start
     0.35%     0.04%  iou-wrk-3473     [kernel.vmlinux]            [k] __sched_text_start
     0.35%     0.35%  iou-wrk-3472     [kernel.vmlinux]            [k] native_queued_spin_lock_slowpath
     0.35%     0.00%  iou-wrk-3465     [kernel.vmlinux]            [k] schedule
     0.35%     0.01%  iou-wrk-3451     [kernel.vmlinux]            [k] copy_page_to_iter
